STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TRANSACTION,Transaction,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,CIVIL_STATUS,Civil status,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,LEVEL,Level,TAX_BASE,Tax base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LTU,Lithuania,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,38.98,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LUX,Luxembourg,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.18,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LUX,Luxembourg,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45.78,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LUX,Luxembourg,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45.78,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,MEX,Mexico,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,35,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,MEX,Mexico,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,35,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,MEX,Mexico,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,35,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NLD,Netherlands,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,52.542991,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NLD,Netherlands,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.828874,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NLD,Netherlands,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,49.5,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NZL,New Zealand,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NZL,New Zealand,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NZL,New Zealand,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NOR,Norway,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39.7,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NOR,Norway,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39.7,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,NOR,Norway,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.4,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,POL,Poland,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,27.6128,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,POL,Poland,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,32,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,POL,Poland,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45.43866,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,PRT,Portugal,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.17,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,PRT,Portugal,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,53,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,PRT,Portugal,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,58.17,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVK,Slovak Republic,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,25,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVK,Slovak Republic,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,35.05,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVK,Slovak Republic,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,21.65,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVN,Slovenia,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,61.3,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SVN,Slovenia,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,38.7,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ESP,Spain,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,48.5757,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ESP,Spain,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,48.575712,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ESP,Spain,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,48.575712,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SWE,Sweden,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,52.41,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SWE,Sweden,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,52.41,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,SWE,Sweden,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45.41,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHE,Switzerland,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,41.272867,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHE,Switzerland,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,35.972867,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHE,Switzerland,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,41.41,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,TUR,Türkiye,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,40.76,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,TUR,Türkiye,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,40.8,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,TUR,Türkiye,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,40.8,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GBR,United Kingdom,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GBR,United Kingdom,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GBR,United Kingdom,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,45,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,USA,United States,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,43.65,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,USA,United States,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,43.65,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,USA,United States,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,46,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,HUN,Hungary,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,15,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,HUN,Hungary,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,15,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,AUS,Australia,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,108674,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,AUT,Austria,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,63053.950606,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,BEL,Belgium,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,62348.173203,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CAN,Canada,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,92400.828262,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHL,Chile,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,14201852,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,COL,Colombia,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,31542293,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CRI,Costa Rica,A,Annual,_Z,Not applicable,WGE,Average wage,XDC,National currency,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,10340494.45,,1,One,A,Normal value,0,Units
